Zaman,SuSeviyesi,Yangin,Pompa
2025-12-12 10:27:52,60.01,0,0
2025-12-12 10:28:52,59.87,0,0
2025-12-12 10:29:52,59.94,0,0
2025-12-12 10:30:52,59.58,0,0
2025-12-12 10:31:52,59.33,0,0
2025-12-12 10:32:52,59.16,0,0
2025-12-12 10:33:52,58.87,0,0
2025-12-12 10:34:52,58.89,0,0
2025-12-12 10:35:52,58.75,0,0
2025-12-12 10:36:52,58.26,0,0
2025-12-12 10:37:52,57.96,0,0
2025-12-12 10:38:52,58.04,0,0
2025-12-12 10:39:52,57.91,0,0
2025-12-12 10:40:52,57.95,0,0
2025-12-12 10:41:52,57.7,0,0
2025-12-12 10:42:52,57.28,0,0
2025-12-12 10:43:52,57.06,0,0
2025-12-12 10:44:52,56.96,0,0
2025-12-12 10:45:52,56.72,0,0
2025-12-12 10:46:52,56.73,0,0
2025-12-12 10:47:52,56.6,0,0
2025-12-12 10:48:52,56.17,0,0
2025-12-12 10:49:52,55.97,0,0
2025-12-12 10:50:52,55.94,0,0
2025-12-12 10:51:52,55.88,0,0
2025-12-12 10:52:52,55.73,0,0
2025-12-12 10:53:52,55.42,0,0
2025-12-12 10:54:52,55.0,0,0
2025-12-12 10:55:52,55.04,0,0
2025-12-12 10:56:52,55.03,0,0
2025-12-12 10:57:52,54.87,0,0
2025-12-12 10:58:52,54.65,0,0
2025-12-12 10:59:52,54.41,0,0
2025-12-12 11:00:52,54.33,0,0
2025-12-12 11:01:52,54.11,0,0
2025-12-12 11:02:52,53.64,0,0
2025-12-12 11:03:52,53.46,0,0
2025-12-12 11:04:52,53.02,0,0
2025-12-12 11:05:52,52.65,0,0
2025-12-12 11:06:52,52.17,0,0
2025-12-12 11:07:52,51.74,0,0
2025-12-12 11:08:52,51.27,0,0
2025-12-12 11:09:52,50.84,0,0
2025-12-12 11:10:52,50.37,0,0
2025-12-12 11:11:52,50.29,0,0
2025-12-12 11:12:52,49.83,0,0
2025-12-12 11:13:52,49.71,0,0
2025-12-12 11:14:52,49.57,0,0
2025-12-12 11:15:52,49.46,0,0
2025-12-12 11:16:52,49.04,0,0
2025-12-12 11:17:52,48.64,0,0
2025-12-12 11:18:52,48.46,0,0
2025-12-12 11:19:52,47.99,0,0
2025-12-12 11:20:52,47.93,0,0
2025-12-12 11:21:52,47.56,0,0
2025-12-12 11:22:52,47.1,0,0
2025-12-12 11:23:52,46.76,0,0
2025-12-12 11:24:52,46.7,0,0
2025-12-12 11:25:52,46.61,0,0
2025-12-12 11:26:52,46.23,0,0
2025-12-12 11:27:52,45.95,0,0
2025-12-12 11:28:52,46.02,0,0
2025-12-12 11:29:52,45.95,0,0
2025-12-12 11:30:52,45.64,0,0
2025-12-12 11:31:52,45.74,0,0
2025-12-12 11:32:52,45.79,0,0
2025-12-12 11:33:52,45.32,0,0
2025-12-12 11:34:52,45.01,0,0
2025-12-12 11:35:52,45.09,0,0
2025-12-12 11:36:52,45.14,0,0
2025-12-12 11:37:52,44.83,0,0
2025-12-12 11:38:52,44.74,0,0
2025-12-12 11:39:52,44.29,0,0
2025-12-12 11:40:52,44.24,0,0
2025-12-12 11:41:52,43.91,0,0
2025-12-12 11:42:52,43.54,0,0
2025-12-12 11:43:52,43.05,0,0
2025-12-12 11:44:52,43.11,0,0
2025-12-12 11:45:52,42.76,0,0
2025-12-12 11:46:52,42.44,0,0
2025-12-12 11:47:52,42.2,0,0
2025-12-12 11:48:52,42.03,0,0
2025-12-12 11:49:52,41.99,0,0
2025-12-12 11:50:52,41.57,0,0
2025-12-12 11:51:52,41.2,0,0
2025-12-12 11:52:52,41.05,0,0
2025-12-12 11:53:52,40.82,0,0
2025-12-12 11:54:52,40.54,0,0
2025-12-12 11:55:52,40.17,0,0
2025-12-12 11:56:52,40.01,0,0
2025-12-12 11:57:52,39.97,0,0
2025-12-12 11:58:52,39.69,0,0
2025-12-12 11:59:52,39.23,0,0
2025-12-12 12:00:52,39.15,0,0
2025-12-12 12:01:52,38.79,0,0
2025-12-12 12:02:52,38.77,0,0
2025-12-12 12:03:52,38.63,0,0
2025-12-12 12:04:52,38.3,0,0
2025-12-12 12:05:52,37.89,0,0
2025-12-12 12:06:52,37.76,0,0
2025-12-12 12:07:52,37.26,0,0
2025-12-12 12:08:52,36.94,0,0
2025-12-12 12:09:52,37.01,0,0
2025-12-12 12:10:52,36.83,0,0
2025-12-12 12:11:52,36.92,0,0
2025-12-12 12:12:52,36.52,0,0
2025-12-12 12:13:52,36.12,0,0
2025-12-12 12:14:52,36.19,0,0
2025-12-12 12:15:52,36.16,0,0
2025-12-12 12:16:52,35.72,0,0
2025-12-12 12:17:52,35.82,0,0
2025-12-12 12:18:52,35.32,0,0
2025-12-12 12:19:52,35.2,0,0
2025-12-12 12:20:52,34.87,0,0
2025-12-12 12:21:52,34.48,0,0
2025-12-12 12:22:52,34.33,0,0
2025-12-12 12:23:52,34.13,0,0
2025-12-12 12:24:52,34.22,0,0
2025-12-12 12:25:52,33.75,0,0
2025-12-12 12:26:52,33.26,0,0
2025-12-12 12:27:52,33.22,0,0
2025-12-12 12:28:52,32.75,0,0
2025-12-12 12:29:52,32.3,0,0
2025-12-12 12:30:52,32.09,0,0
2025-12-12 12:31:52,32.13,0,0
2025-12-12 12:32:52,31.71,0,0
2025-12-12 12:33:52,31.37,0,0
2025-12-12 12:34:52,31.41,0,0
2025-12-12 12:35:52,31.18,0,0
2025-12-12 12:36:52,31.24,0,0
2025-12-12 12:37:52,30.83,0,0
2025-12-12 12:38:52,30.65,0,0
2025-12-12 12:39:52,30.35,0,0
2025-12-12 12:40:52,30.41,0,0
2025-12-12 12:41:52,30.42,0,0
2025-12-12 12:42:52,30.22,0,0
2025-12-12 12:43:52,29.79,0,0
2025-12-12 12:44:52,29.55,0,0
2025-12-12 12:45:52,29.56,0,0
2025-12-12 12:46:52,29.18,0,0
2025-12-12 12:47:52,29.09,0,0
2025-12-12 12:48:52,28.96,0,0
2025-12-12 12:49:52,28.73,0,0
2025-12-12 12:50:52,28.45,0,0
2025-12-12 12:51:52,28.1,0,0
2025-12-12 12:52:52,28.2,0,0
2025-12-12 12:53:52,28.3,0,0
2025-12-12 12:54:52,28.31,0,0
2025-12-12 12:55:52,27.86,0,0
2025-12-12 12:56:52,27.54,0,0
2025-12-12 12:57:52,27.42,0,0
2025-12-12 12:58:52,27.14,0,0
2025-12-12 12:59:52,26.67,0,0
2025-12-12 13:00:52,26.22,0,0
2025-12-12 13:01:52,26.1,0,0
2025-12-12 13:02:52,25.91,0,0
2025-12-12 13:03:52,25.78,0,0
2025-12-12 13:04:52,25.36,0,0
2025-12-12 13:05:52,25.4,0,0
2025-12-12 13:06:52,25.25,0,0
2025-12-12 13:07:52,25.23,0,0
2025-12-12 13:08:52,24.83,0,0
2025-12-12 13:09:52,24.52,0,0
2025-12-12 13:10:52,24.11,0,0
2025-12-12 13:11:52,24.01,0,0
2025-12-12 13:12:52,23.9,0,0
2025-12-12 13:13:52,23.53,0,0
2025-12-12 13:14:52,23.27,0,0
2025-12-12 13:15:52,23.32,0,0
2025-12-12 13:16:52,23.18,0,0
2025-12-12 13:17:52,22.74,0,0
2025-12-12 13:18:52,22.63,0,0
2025-12-12 13:19:52,22.68,0,0
2025-12-12 13:20:52,22.54,0,0
2025-12-12 13:21:52,22.6,0,0
2025-12-12 13:22:52,22.15,0,0
2025-12-12 13:23:52,21.77,0,0
2025-12-12 13:24:52,21.63,0,0
2025-12-12 13:25:52,21.64,0,0
2025-12-12 13:26:52,21.43,0,0
2025-12-12 13:27:52,21.13,0,0
2025-12-12 13:28:52,20.77,0,0
2025-12-12 13:29:52,20.75,0,0
2025-12-12 13:30:52,20.56,0,0
2025-12-12 13:31:52,20.61,0,0
2025-12-12 13:32:52,20.32,0,0
2025-12-12 13:33:52,20.06,0,0
2025-12-12 13:34:52,20.03,0,0
2025-12-12 13:35:52,19.91,0,0
2025-12-12 13:36:52,19.55,0,0
2025-12-12 13:37:52,19.51,0,0
2025-12-12 13:38:52,19.42,0,0
2025-12-12 13:39:52,19.11,0,0
2025-12-12 13:40:52,18.94,0,0
2025-12-12 13:41:52,18.84,0,0
2025-12-12 13:42:52,18.53,0,0
2025-12-12 13:43:52,18.11,0,0
2025-12-12 13:44:52,17.78,0,0
2025-12-12 13:45:52,17.39,0,0
2025-12-12 13:46:52,17.47,0,0
2025-12-12 13:47:52,16.99,0,0
2025-12-12 13:48:52,16.7,0,0
2025-12-12 13:49:52,16.59,0,0
2025-12-12 13:50:52,16.68,0,0
2025-12-12 13:51:52,16.43,0,0
2025-12-12 13:52:52,16.08,0,0
2025-12-12 13:53:52,15.89,0,0
2025-12-12 13:54:52,15.51,0,0
2025-12-12 13:55:52,15.17,0,0
2025-12-12 13:56:52,14.87,0,0
2025-12-12 13:57:52,14.61,0,0
2025-12-12 13:58:52,14.26,0,0
2025-12-12 13:59:52,13.81,0,0
2025-12-12 14:00:52,13.55,0,0
2025-12-12 14:01:52,13.3,0,0
2025-12-12 14:02:52,13.14,0,0
2025-12-12 14:03:52,13.16,0,0
2025-12-12 14:04:52,13.16,0,0
2025-12-12 14:05:52,12.96,0,0
2025-12-12 14:06:52,12.73,0,0
2025-12-12 14:07:52,12.26,0,0
2025-12-12 14:08:52,11.88,0,0
2025-12-12 14:09:52,11.6,0,0
2025-12-12 14:10:52,11.69,0,0
2025-12-12 14:11:52,11.46,0,0
2025-12-12 14:12:52,11.53,0,0
2025-12-12 14:13:52,11.45,0,0
2025-12-12 14:14:52,11.03,0,0
2025-12-12 14:15:52,10.92,0,0
2025-12-12 14:16:52,10.65,0,0
2025-12-12 14:17:52,10.24,0,0
2025-12-12 14:18:52,90.0,0,0
2025-12-12 14:19:52,90.1,0,0
2025-12-12 14:20:52,89.85,0,0
2025-12-12 14:21:52,89.75,0,0
2025-12-12 14:22:52,89.33,0,0
2025-12-12 14:23:52,88.84,0,0
2025-12-12 14:24:52,88.87,0,0
2025-12-12 14:25:52,88.94,0,0
2025-12-12 14:26:52,88.86,0,0
2025-12-12 14:27:52,88.86,0,0
2025-12-12 14:28:52,88.53,0,0
2025-12-12 14:29:52,88.1,0,0
2025-12-12 14:30:52,88.12,0,0
2025-12-12 14:31:52,87.77,0,0
2025-12-12 14:32:52,87.71,0,0
2025-12-12 14:33:52,87.73,0,0
2025-12-12 14:34:52,87.23,0,0
2025-12-12 14:35:52,87.19,0,0
2025-12-12 14:36:52,86.93,0,0
2025-12-12 14:37:52,86.45,0,0
2025-12-12 14:38:52,86.26,0,0
2025-12-12 14:39:52,85.92,0,0
2025-12-12 14:40:52,85.64,0,0
2025-12-12 14:41:52,85.64,0,0
2025-12-12 14:42:52,85.64,0,0
2025-12-12 14:43:52,85.17,0,0
2025-12-12 14:44:52,84.82,0,0
2025-12-12 14:45:52,84.55,0,0
2025-12-12 14:46:52,84.49,0,0
2025-12-12 14:47:52,84.06,0,0
2025-12-12 14:48:52,83.56,0,0
2025-12-12 14:49:52,83.26,0,0
2025-12-12 14:50:52,83.33,0,0
2025-12-12 14:51:52,82.91,0,0
2025-12-12 14:52:52,82.82,0,0
2025-12-12 14:53:52,82.75,0,0
2025-12-12 14:54:52,82.71,0,0
2025-12-12 14:55:52,82.56,0,0
2025-12-12 14:56:52,82.6,0,0
2025-12-12 14:57:52,82.26,0,0
2025-12-12 14:58:52,82.11,0,0
2025-12-12 14:59:52,81.79,0,0
2025-12-12 15:00:52,81.87,0,0
2025-12-12 15:01:52,81.56,0,0
2025-12-12 15:02:52,81.15,0,0
2025-12-12 15:03:52,80.82,0,0
2025-12-12 15:04:52,80.51,0,0
2025-12-12 15:05:52,80.32,0,0
2025-12-12 15:06:52,80.25,0,0
2025-12-12 15:07:52,80.03,0,0
2025-12-12 15:08:52,79.87,0,0
2025-12-12 15:09:52,79.84,0,0
2025-12-12 15:10:52,79.74,0,0
2025-12-12 15:11:52,79.81,0,0
2025-12-12 15:12:52,79.64,0,0
2025-12-12 15:13:52,79.53,0,0
2025-12-12 15:14:52,79.28,0,0
2025-12-12 15:15:52,78.86,0,0
2025-12-12 15:16:52,78.61,0,0
2025-12-12 15:17:52,78.17,0,0
2025-12-12 15:18:52,78.19,0,0
2025-12-12 15:19:52,78.12,0,0
2025-12-12 15:20:52,77.83,0,0
2025-12-12 15:21:52,77.63,0,0
2025-12-12 15:22:52,77.67,0,0
2025-12-12 15:23:52,77.36,0,0
2025-12-12 15:24:52,77.34,0,0
2025-12-12 15:25:52,77.33,0,0
2025-12-12 15:26:52,77.06,0,0
2025-12-12 15:27:52,76.77,0,0
2025-12-12 15:28:52,76.42,0,0
2025-12-12 15:29:52,75.95,0,0
2025-12-12 15:30:52,75.84,0,0
2025-12-12 15:31:52,75.36,0,0
2025-12-12 15:32:52,74.89,0,0
2025-12-12 15:33:52,74.72,0,0
2025-12-12 15:34:52,74.73,0,0
2025-12-12 15:35:52,74.67,0,0
2025-12-12 15:36:52,74.59,0,0
2025-12-12 15:37:52,74.59,0,0
2025-12-12 15:38:52,74.3,0,0
2025-12-12 15:39:52,73.97,0,0
2025-12-12 15:40:52,73.5,0,0
2025-12-12 15:41:52,73.17,0,0
2025-12-12 15:42:52,72.85,0,0
2025-12-12 15:43:52,72.53,0,0
2025-12-12 15:44:52,72.26,0,0
2025-12-12 15:45:52,71.98,0,0
2025-12-12 15:46:52,71.68,0,0
2025-12-12 15:47:52,71.28,0,0
2025-12-12 15:48:52,70.85,0,0
2025-12-12 15:49:52,70.83,0,0
2025-12-12 15:50:52,70.49,0,0
2025-12-12 15:51:52,70.25,0,0
2025-12-12 15:52:52,69.99,0,0
2025-12-12 15:53:52,69.85,0,0
2025-12-12 15:54:52,69.92,0,0
2025-12-12 15:55:52,69.45,0,0
2025-12-12 15:56:52,69.04,0,0
2025-12-12 15:57:52,68.57,0,0
2025-12-12 15:58:52,68.65,0,0
2025-12-12 15:59:52,68.48,0,0
2025-12-12 16:00:52,68.45,0,0
2025-12-12 16:01:52,68.06,0,0
2025-12-12 16:02:52,68.13,0,0
2025-12-12 16:03:52,67.7,0,0
2025-12-12 16:04:52,67.64,0,0
2025-12-12 16:05:52,67.48,0,0
2025-12-12 16:06:52,67.09,0,0
2025-12-12 16:07:52,66.93,0,0
2025-12-12 16:08:52,66.99,0,0
2025-12-12 16:09:52,66.83,0,0
2025-12-12 16:10:52,66.48,0,0
2025-12-12 16:11:52,66.45,0,0
2025-12-12 16:12:52,66.15,0,0
2025-12-12 16:13:52,65.87,0,0
2025-12-12 16:14:52,65.86,0,0
2025-12-12 16:15:52,65.49,0,0
2025-12-12 16:16:52,65.24,0,0
2025-12-12 16:17:52,65.18,0,0
2025-12-12 16:18:52,65.0,0,0
2025-12-12 16:19:52,64.56,0,0
2025-12-12 16:20:52,64.47,0,0
2025-12-12 16:21:52,64.42,0,0
2025-12-12 16:22:52,64.28,0,0
2025-12-12 16:23:52,63.97,0,0
2025-12-12 16:24:52,63.68,0,0
2025-12-12 16:25:52,63.72,0,0
2025-12-12 16:26:52,63.68,0,0
2025-12-12 16:27:52,63.49,0,0
2025-12-12 16:28:52,63.34,0,0
2025-12-12 16:29:52,63.44,0,0
2025-12-12 16:30:52,63.31,0,0
2025-12-12 16:31:52,62.94,0,0
2025-12-12 16:32:52,62.83,0,0
2025-12-12 16:33:52,62.55,0,0
2025-12-12 16:34:52,62.22,0,0
2025-12-12 16:35:52,62.18,0,0
2025-12-12 16:36:52,62.13,0,0
2025-12-12 16:37:52,62.11,0,0
2025-12-12 16:38:52,62.13,0,0
2025-12-12 16:39:52,61.84,0,0
2025-12-12 16:40:52,61.77,0,0
2025-12-12 16:41:52,61.85,0,0
2025-12-12 16:42:52,61.35,0,0
2025-12-12 16:43:52,61.31,0,0
2025-12-12 16:44:52,61.25,0,0
2025-12-12 16:45:52,60.93,0,0
2025-12-12 16:46:52,60.74,0,0
2025-12-12 16:47:52,60.5,0,0
2025-12-12 16:48:52,60.09,0,0
2025-12-12 16:49:52,60.1,0,0
2025-12-12 16:50:52,60.1,0,0
2025-12-12 16:51:52,59.66,0,0
2025-12-12 16:52:52,59.38,0,0
2025-12-12 16:53:52,59.22,0,0
2025-12-12 16:54:52,58.73,0,0
2025-12-12 16:55:52,58.29,0,0
2025-12-12 16:56:52,58.18,0,0
2025-12-12 16:57:52,57.73,0,0
2025-12-12 16:58:52,57.73,0,0
2025-12-12 16:59:52,57.24,0,0
2025-12-12 17:00:52,56.77,0,0
2025-12-12 17:01:52,56.72,0,0
2025-12-12 17:02:52,56.27,0,0
2025-12-12 17:03:52,56.37,0,0
2025-12-12 17:04:52,56.22,0,0
2025-12-12 17:05:52,56.3,0,0
2025-12-12 17:06:52,56.24,0,0
2025-12-12 17:07:52,56.07,0,0
2025-12-12 17:08:52,55.81,0,0
2025-12-12 17:09:52,55.48,0,0
2025-12-12 17:10:52,55.43,0,0
2025-12-12 17:11:52,55.49,0,0
2025-12-12 17:12:52,55.51,0,0
2025-12-12 17:13:52,55.23,0,0
2025-12-12 17:14:52,54.84,0,0
2025-12-12 17:15:52,54.67,0,0
2025-12-12 17:16:52,54.2,0,0
2025-12-12 17:17:52,53.85,0,0
2025-12-12 17:18:52,53.37,0,0
2025-12-12 17:19:52,53.39,0,0
2025-12-12 17:20:52,53.22,0,0
2025-12-12 17:21:52,53.21,0,0
2025-12-12 17:22:52,52.88,0,0
2025-12-12 17:23:52,52.78,0,0
2025-12-12 17:24:52,52.48,0,0
2025-12-12 17:25:52,52.36,0,0
2025-12-12 17:26:52,52.21,0,0
2025-12-12 17:27:52,52.02,0,0
2025-12-12 17:28:52,51.54,0,0
2025-12-12 17:29:52,51.28,0,0
2025-12-12 17:30:52,51.09,0,0
2025-12-12 17:31:52,50.72,0,0
2025-12-12 17:32:52,50.79,0,0
2025-12-12 17:33:52,50.36,0,0
2025-12-12 17:34:52,50.1,0,0
2025-12-12 17:35:52,50.01,0,0
2025-12-12 17:36:52,50.09,0,0
2025-12-12 17:37:52,50.09,0,0
2025-12-12 17:38:52,49.79,0,0
2025-12-12 17:39:52,49.31,0,0
2025-12-12 17:40:52,49.05,0,0
2025-12-12 17:41:52,48.55,0,0
2025-12-12 17:42:52,48.4,0,0
2025-12-12 17:43:52,48.31,0,0
2025-12-12 17:44:52,48.09,0,0
2025-12-12 17:45:52,47.82,0,0
2025-12-12 17:46:52,47.63,0,0
2025-12-12 17:47:52,47.53,0,0
2025-12-12 17:48:52,47.18,0,0
2025-12-12 17:49:52,47.16,0,0
2025-12-12 17:50:52,47.08,0,0
2025-12-12 17:51:52,46.84,0,0
2025-12-12 17:52:52,46.4,0,0
2025-12-12 17:53:52,46.1,0,0
2025-12-12 17:54:52,45.93,0,0
2025-12-12 17:55:52,45.96,0,0
2025-12-12 17:56:52,45.82,0,0
2025-12-12 17:57:52,45.5,0,0
2025-12-12 17:58:52,45.07,0,0
2025-12-12 17:59:52,45.14,0,0
2025-12-12 18:00:52,44.85,0,0
2025-12-12 18:01:52,44.83,0,0
2025-12-12 18:02:52,44.91,0,0
2025-12-12 18:03:52,44.69,0,0
2025-12-12 18:04:52,44.72,0,0
2025-12-12 18:05:52,44.78,0,0
2025-12-12 18:06:52,44.53,0,0
2025-12-12 18:07:52,44.59,0,0
2025-12-12 18:08:52,44.35,0,0
2025-12-12 18:09:52,44.24,0,0
2025-12-12 18:10:52,44.1,0,0
2025-12-12 18:11:52,44.08,0,0
2025-12-12 18:12:52,43.76,0,0
2025-12-12 18:13:52,43.84,0,0
2025-12-12 18:14:52,43.45,0,0
2025-12-12 18:15:52,43.04,0,0
2025-12-12 18:16:52,43.03,0,0
2025-12-12 18:17:52,43.03,0,0
2025-12-12 18:18:52,42.76,0,0
2025-12-12 18:19:52,42.81,0,0
2025-12-12 18:20:52,42.63,0,0
2025-12-12 18:21:52,42.21,0,0
2025-12-12 18:22:52,41.77,0,0
2025-12-12 18:23:52,41.44,0,0
2025-12-12 18:24:52,41.07,0,0
2025-12-12 18:25:52,40.84,0,0
2025-12-12 18:26:52,40.8,0,0
2025-12-12 18:27:52,40.31,0,0
2025-12-12 18:28:52,40.27,0,0
2025-12-12 18:29:52,39.84,0,0
2025-12-12 18:30:52,39.81,0,0
2025-12-12 18:31:52,39.83,0,0
2025-12-12 18:32:52,39.77,0,0
2025-12-12 18:33:52,39.43,0,0
2025-12-12 18:34:52,39.48,0,0
2025-12-12 18:35:52,39.43,0,0
2025-12-12 18:36:52,39.28,0,0
2025-12-12 18:37:52,38.99,0,0
2025-12-12 18:38:52,38.54,0,0
2025-12-12 18:39:52,38.09,0,0
2025-12-12 18:40:52,37.9,0,0
2025-12-12 18:41:52,37.49,0,0
2025-12-12 18:42:52,37.19,0,0
2025-12-12 18:43:52,36.77,0,0
2025-12-12 18:44:52,36.86,0,0
2025-12-12 18:45:52,36.74,0,0
2025-12-12 18:46:52,36.59,0,0
2025-12-12 18:47:52,36.66,0,0
2025-12-12 18:48:52,36.54,0,0
2025-12-12 18:49:52,36.24,0,0
2025-12-12 18:50:52,35.97,0,0
2025-12-12 18:51:52,35.81,0,0
2025-12-12 18:52:52,35.82,0,0
2025-12-12 18:53:52,35.82,0,0
2025-12-12 18:54:52,35.73,0,0
2025-12-12 18:55:52,35.34,0,0
2025-12-12 18:56:52,34.95,0,0
2025-12-12 18:57:52,35.05,0,0
2025-12-12 18:58:52,34.75,0,0
2025-12-12 18:59:52,34.52,0,0
2025-12-12 19:00:52,34.41,0,0
2025-12-12 19:01:52,33.95,0,0
2025-12-12 19:02:52,33.61,0,0
2025-12-12 19:03:52,33.3,0,0
2025-12-12 19:04:52,32.98,0,0
2025-12-12 19:05:52,32.51,0,0
2025-12-12 19:06:52,32.29,0,0
2025-12-12 19:07:52,31.87,0,0
2025-12-12 19:08:52,31.61,0,0
2025-12-12 19:09:52,31.52,0,0
2025-12-12 19:10:52,31.08,0,0
2025-12-12 19:11:52,31.1,0,0
2025-12-12 19:12:52,30.9,0,0
2025-12-12 19:13:52,30.85,0,0
2025-12-12 19:14:52,30.39,0,0
2025-12-12 19:15:52,29.92,0,0
2025-12-12 19:16:52,29.93,0,0
2025-12-12 19:17:52,29.57,0,0
2025-12-12 19:18:52,29.5,0,0
2025-12-12 19:19:52,29.42,0,0
2025-12-12 19:20:52,29.43,0,0
2025-12-12 19:21:52,29.22,0,0
2025-12-12 19:22:52,29.11,0,0
2025-12-12 19:23:52,29.19,0,0
2025-12-12 19:24:52,29.08,0,0
2025-12-12 19:25:52,29.16,0,0
2025-12-12 19:26:52,29.02,0,0
2025-12-12 19:27:52,28.8,0,0
2025-12-12 19:28:52,28.66,0,0
2025-12-12 19:29:52,28.44,0,0
2025-12-12 19:30:52,28.29,0,0
2025-12-12 19:31:52,27.94,0,0
2025-12-12 19:32:52,28.01,0,0
2025-12-12 19:33:52,27.67,0,0
2025-12-12 19:34:52,27.62,0,0
2025-12-12 19:35:52,27.19,0,0
2025-12-12 19:36:52,27.13,0,0
2025-12-12 19:37:52,26.94,0,0
2025-12-12 19:38:52,26.46,0,0
2025-12-12 19:39:52,26.5,0,0
2025-12-12 19:40:52,26.59,0,0
2025-12-12 19:41:52,26.58,0,0
2025-12-12 19:42:52,26.42,0,0
2025-12-12 19:43:52,26.51,0,0
2025-12-12 19:44:52,26.24,0,0
2025-12-12 19:45:52,26.27,0,0
2025-12-12 19:46:52,26.26,0,0
2025-12-12 19:47:52,26.01,0,0
2025-12-12 19:48:52,25.72,0,0
2025-12-12 19:49:52,25.81,0,0
2025-12-12 19:50:52,25.39,0,0
2025-12-12 19:51:52,25.46,0,0
2025-12-12 19:52:52,25.32,0,0
2025-12-12 19:53:52,25.19,0,0
2025-12-12 19:54:52,24.84,0,0
2025-12-12 19:55:52,24.76,0,0
2025-12-12 19:56:52,24.44,0,0
2025-12-12 19:57:52,24.23,0,0
2025-12-12 19:58:52,23.79,0,0
2025-12-12 19:59:52,23.34,0,0
2025-12-12 20:00:52,22.97,0,0
2025-12-12 20:01:52,22.51,0,0
2025-12-12 20:02:52,22.6,0,0
2025-12-12 20:03:52,22.56,0,0
2025-12-12 20:04:52,22.59,0,0
2025-12-12 20:05:52,22.44,0,0
2025-12-12 20:06:52,22.12,0,0
2025-12-12 20:07:52,22.09,0,0
